('dishes', 'butter'), 15
('dishes', 'curd'), 8
('dishes', 'flour'), 4
('rolls/buns', 'soda'), 377
('soda', 'rolls/buns'), 377
('butter', 'sugar'), 31
('sugar', 'butter'), 31
('fruit/vegetable juice', 'newspapers'), 81
('newspapers', 'fruit/vegetable juice'), 81
('butter milk', 'pastry'), 33
('pastry', 'butter milk'), 33
('tropical fruit', 'cream cheese'), 71
('tropical fruit', 'processed cheese'), 42
('cream cheese', 'tropical fruit'), 71
('cream cheese', 'processed cheese'), 14
('processed cheese', 'tropical fruit'), 42
('processed cheese', 'cream cheese'), 14
('detergent', 'newspapers'), 19
('newspapers', 'detergent'), 19
('tropical fruit', 'root vegetables'), 207
('tropical fruit', 'rolls/buns'), 242
('tropical fruit', 'sweet spreads'), 13
('tropical fruit', 'candy'), 53
('tropical fruit', 'bathroom cleaner'), 6
('root vegetables', 'tropical fruit'), 207
('root vegetables', 'other vegetables'), 466
('root vegetables', 'rolls/buns'), 239
('root vegetables', 'flour'), 46
('root vegetables', 'sweet spreads'), 20
('root vegetables', 'candy'), 42
('root vegetables', 'bathroom cleaner'), 8
('other vegetables', 'root vegetables'), 466
('other vegetables', 'flour'), 62
('other vegetables', 'sweet spreads'), 24
('other vegetables', 'candy'), 68
('other vegetables', 'bathroom cleaner'), 10
('frozen dessert', 'salty snack'), 6
('frozen dessert', 'waffles'), 5
('rolls/buns', 'tropical fruit'), 242
('rolls/buns', 'root vegetables'), 239
('rolls/buns', 'flour'), 37
('rolls/buns', 'sweet spreads'), 16
('rolls/buns', 'candy'), 70
('rolls/buns', 'bathroom cleaner'), 6
('flour', 'root vegetables'), 46
('flour', 'other vegetables'), 62
('flour', 'rolls/buns'), 37
('flour', 'sweet spreads'), 3
('flour', 'candy'), 7
('flour', 'bathroom cleaner'), 1
('sweet spreads', 'tropical fruit'), 13
('sweet spreads', 'root vegetables'), 20
('sweet spreads', 'other vegetables'), 24
('sweet spreads', 'rolls/buns'), 16
('sweet spreads', 'flour'), 3
('sweet spreads', 'candy'), 3
('sweet spreads', 'bathroom cleaner'), 1
('salty snack', 'frozen dessert'), 6
('salty snack', 'waffles'), 38
('waffles', 'frozen dessert'), 5
('waffles', 'salty snack'), 38
('candy', 'tropical fruit'), 53
('candy', 'root vegetables'), 42
('candy', 'other vegetables'), 68
('candy', 'rolls/buns'), 70
('candy', 'flour'), 7
('candy', 'sweet spreads'), 3
('candy', 'bathroom cleaner'), 2
('bathroom cleaner', 'tropical fruit'), 6
('bathroom cleaner', 'root vegetables'), 8
('bathroom cleaner', 'other vegetables'), 10
('bathroom cleaner', 'rolls/buns'), 6
('bathroom cleaner', 'flour'), 1
('bathroom cleaner', 'sweet spreads'), 1
('bathroom cleaner', 'candy'), 2
('rolls/buns', 'chocolate'), 116
('soda', 'chocolate'), 133
('chocolate', 'rolls/buns'), 116
('chocolate', 'soda'), 133
('brown bread', 'soda'), 124
('brown bread', 'canned beer'), 47
('brown bread', 'shopping bags'), 91
('soda', 'brown bread'), 124
('soda', 'canned beer'), 136
('soda', 'shopping bags'), 242
('canned beer', 'brown bread'), 47
('canned beer', 'soda'), 136
('canned beer', 'shopping bags'), 112
('shopping bags', 'brown bread'), 91
('shopping bags', 'soda'), 242
('shopping bags', 'canned beer'), 112
('yogurt', 'beverages'), 54
('beverages', 'yogurt'), 54
('beverages', 'bottled water'), 30
('bottled water', 'beverages'), 30
('hamburger meat', 'other vegetables'), 136
('hamburger meat', 'rolls/buns'), 85
('hamburger meat', 'spices'), 5
('other vegetables', 'hamburger meat'), 136
('other vegetables', 'spices'), 19
('rolls/buns', 'hamburger meat'), 85
('rolls/buns', 'spices'), 11
('spices', 'hamburger meat'), 5
('spices', 'other vegetables'), 19
('spices', 'rolls/buns'), 11
('bottled water', 'hygiene articles'), 56
('bottled water', 'napkins'), 85
('hygiene articles', 'bottled water'), 56
('hygiene articles', 'napkins'), 60
('napkins', 'bottled water'), 85
('napkins', 'hygiene articles'), 60
('root vegetables', 'whole milk'), 481
('root vegetables', 'sugar'), 63
('other vegetables', 'sugar'), 106
('whole milk', 'root vegetables'), 481
('whole milk', 'sugar'), 148
('sugar', 'root vegetables'), 63
('sugar', 'other vegetables'), 106
('sugar', 'whole milk'), 148
('pork', 'berries'), 32
('pork', 'artif. sweetener'), 6
('pork', 'abrasive cleaner'), 5
('berries', 'pork'), 32
('berries', 'artif. sweetener'), 2
('berries', 'abrasive cleaner'), 6
('other vegetables', 'whipped/sour cream'), 284
('other vegetables', 'soda'), 322
('whole milk', 'whipped/sour cream'), 317
('whole milk', 'soda'), 394
('whipped/sour cream', 'other vegetables'), 284
('whipped/sour cream', 'whole milk'), 317
('whipped/sour cream', 'soda'), 114
('artif. sweetener', 'pork'), 6
('artif. sweetener', 'berries'), 2
('artif. sweetener', 'abrasive cleaner'), 1
('soda', 'other vegetables'), 322
('soda', 'whole milk'), 394
('soda', 'whipped/sour cream'), 114
('abrasive cleaner', 'pork'), 5
('abrasive cleaner', 'berries'), 6
('abrasive cleaner', 'artif. sweetener'), 1
('grapes', 'detergent'), 11
('detergent', 'grapes'), 11
('zwieback', 'newspapers'), 8
('newspapers', 'zwieback'), 8
('rolls/buns', 'canned beer'), 111
('rolls/buns', 'specialty bar'), 55
('rolls/buns', 'shopping bags'), 192
('soda', 'specialty bar'), 71
('canned beer', 'rolls/buns'), 111
('canned beer', 'specialty bar'), 15
('specialty bar', 'rolls/buns'), 55
('specialty bar', 'soda'), 71
('specialty bar', 'canned beer'), 15
('specialty bar', 'shopping bags'), 34
('shopping bags', 'rolls/buns'), 192
('shopping bags', 'specialty bar'), 34
('tropical fruit', 'brown bread'), 105
('tropical fruit', 'sugar'), 47
('tropical fruit', 'cereals'), 10
('tropical fruit', 'soda'), 205
('root vegetables', 'brown bread'), 100
('root vegetables', 'cereals'), 13
('root vegetables', 'soda'), 183
('whole milk', 'brown bread'), 248
('whole milk', 'candy'), 81
('yogurt', 'domestic eggs'), 141
('yogurt', 'pastry'), 174
('yogurt', 'waffles'), 74
('domestic eggs', 'yogurt'), 141
('domestic eggs', 'pastry'), 89
('domestic eggs', 'coffee'), 49
('domestic eggs', 'waffles'), 32
('brown bread', 'tropical fruit'), 105
('brown bread', 'root vegetables'), 100
('brown bread', 'whole milk'), 248
('brown bread', 'sugar'), 33
('brown bread', 'cereals'), 7
('brown bread', 'candy'), 22
('pastry', 'yogurt'), 174
('pastry', 'domestic eggs'), 89
('pastry', 'coffee'), 68
('pastry', 'waffles'), 69
('sugar', 'tropical fruit'), 47
('sugar', 'brown bread'), 33
('sugar', 'cereals'), 7
('sugar', 'soda'), 72
('sugar', 'candy'), 16
('cereals', 'tropical fruit'), 10
('cereals', 'root vegetables'), 13
('cereals', 'brown bread'), 7
('cereals', 'sugar'), 7
('cereals', 'soda'), 10
('cereals', 'candy'), 2
('coffee', 'domestic eggs'), 49
('coffee', 'pastry'), 68
('coffee', 'waffles'), 30
('soda', 'tropical fruit'), 205
('soda', 'root vegetables'), 183
('soda', 'sugar'), 72
('soda', 'cereals'), 10
('soda', 'candy'), 85
('waffles', 'yogurt'), 74
('waffles', 'domestic eggs'), 32
('waffles', 'pastry'), 69
('waffles', 'coffee'), 30
('candy', 'whole milk'), 81
('candy', 'brown bread'), 22
('candy', 'sugar'), 16
('candy', 'cereals'), 2
('candy', 'soda'), 85
('berries', 'yogurt'), 104
('yogurt', 'berries'), 104
('butter milk', 'yogurt'), 84
('butter milk', 'spread cheese'), 6
('butter milk', 'bottled water'), 37
('butter milk', 'newspapers'), 22
('yogurt', 'butter milk'), 84
('yogurt', 'spread cheese'), 35
('yogurt', 'newspapers'), 151
('cream cheese', 'rolls/buns'), 98
('cream cheese', 'soda'), 67
('spread cheese', 'butter milk'), 6
('spread cheese', 'yogurt'), 35
('spread cheese', 'bottled water'), 22
('spread cheese', 'newspapers'), 16
('rolls/buns', 'cream cheese'), 98
('bottled water', 'butter milk'), 37
('bottled water', 'spread cheese'), 22
('bottled water', 'newspapers'), 111
('soda', 'cream cheese'), 67
('newspapers', 'butter milk'), 22
('newspapers', 'yogurt'), 151
('newspapers', 'spread cheese'), 16
('newspapers', 'bottled water'), 111
('pastry', 'bottled water'), 88
('bottled water', 'pastry'), 88
('root vegetables', 'butter'), 127
('root vegetables', 'curd'), 107
('root vegetables', 'whipped/sour cream'), 168
('root vegetables', 'UHT-milk'), 48
('other vegetables', 'butter'), 197
('other vegetables', 'curd'), 169
('butter', 'root vegetables'), 127
('butter', 'other vegetables'), 197
('butter', 'whipped/sour cream'), 100
('butter', 'UHT-milk'), 23
('butter', 'rolls/buns'), 132
('curd', 'root vegetables'), 107
('curd', 'other vegetables'), 169
('curd', 'whipped/sour cream'), 103
('curd', 'UHT-milk'), 23
('curd', 'rolls/buns'), 99
('whipped/sour cream', 'root vegetables'), 168
('whipped/sour cream', 'butter'), 100
('whipped/sour cream', 'curd'), 103
('whipped/sour cream', 'UHT-milk'), 30
('whipped/sour cream', 'rolls/buns'), 144
('UHT-milk', 'root vegetables'), 48
('UHT-milk', 'butter'), 23
('UHT-milk', 'curd'), 23
('UHT-milk', 'whipped/sour cream'), 30
('hard cheese', 'bottled water'), 35
('hard cheese', 'long life bakery product'), 19
('rolls/buns', 'butter'), 132
('rolls/buns', 'curd'), 99
('rolls/buns', 'whipped/sour cream'), 144
('bottled water', 'hard cheese'), 35
('bottled water', 'long life bakery product'), 42
('long life bakery product', 'hard cheese'), 19
('long life bakery product', 'bottled water'), 42
('sausage', 'newspapers'), 79
('rolls/buns', 'cat food'), 39
('cat food', 'rolls/buns'), 39
('newspapers', 'sausage'), 79
('ham', 'other vegetables'), 90
('ham', 'whole milk'), 113
('other vegetables', 'ham'), 90
('whole milk', 'ham'), 113
('turkey', 'tropical fruit'), 26
('turkey', 'other vegetables'), 39
('turkey', 'curd'), 15
('turkey', 'brown bread'), 13
('turkey', 'semi-finished bread'), 9
('turkey', 'margarine'), 9
('tropical fruit', 'turkey'), 26
('tropical fruit', 'semi-finished bread'), 42
('tropical fruit', 'margarine'), 92
('other vegetables', 'turkey'), 39
('other vegetables', 'brown bread'), 184
('other vegetables', 'semi-finished bread'), 51
('other vegetables', 'margarine'), 194
('curd', 'turkey'), 15
('curd', 'brown bread'), 48
('curd', 'semi-finished bread'), 20
('curd', 'margarine'), 62
('domestic eggs', 'baking powder'), 31
('domestic eggs', 'fruit/vegetable juice'), 79
('brown bread', 'turkey'), 13
('brown bread', 'other vegetables'), 184
('brown bread', 'curd'), 48
('brown bread', 'semi-finished bread'), 17
('brown bread', 'margarine'), 64
('semi-finished bread', 'turkey'), 9
('semi-finished bread', 'tropical fruit'), 42
('semi-finished bread', 'other vegetables'), 51
('semi-finished bread', 'curd'), 20
('semi-finished bread', 'brown bread'), 17
('margarine', 'turkey'), 9
('margarine', 'tropical fruit'), 92
('margarine', 'other vegetables'), 194
('margarine', 'curd'), 62
('margarine', 'brown bread'), 64
('baking powder', 'domestic eggs'), 31
('baking powder', 'fruit/vegetable juice'), 22
('fruit/vegetable juice', 'domestic eggs'), 79
('fruit/vegetable juice', 'baking powder'), 22
('whole milk', 'processed cheese'), 69
('yogurt', 'pickled vegetables'), 37
('processed cheese', 'whole milk'), 69
('processed cheese', 'soda'), 52
('pickled vegetables', 'yogurt'), 37
('soda', 'processed cheese'), 52
('oil', 'bottled water'), 41
('oil', 'chewing gum'), 5
('oil', 'chocolate marshmallow'), 5
('oil', 'hygiene articles'), 26
('oil', 'napkins'), 24
('bottled water', 'oil'), 41
('bottled water', 'chewing gum'), 27
('bottled water', 'chocolate marshmallow'), 12
('chewing gum', 'oil'), 5
('chewing gum', 'bottled water'), 27
('chewing gum', 'chocolate marshmallow'), 5
('chewing gum', 'hygiene articles'), 12
('chewing gum', 'napkins'), 20
('chocolate marshmallow', 'oil'), 5
('chocolate marshmallow', 'bottled water'), 12
('chocolate marshmallow', 'chewing gum'), 5
('chocolate marshmallow', 'hygiene articles'), 5
('chocolate marshmallow', 'napkins'), 12
('hygiene articles', 'oil'), 26
('hygiene articles', 'chewing gum'), 12
('hygiene articles', 'chocolate marshmallow'), 5
('napkins', 'oil'), 24
('napkins', 'chewing gum'), 20
('napkins', 'chocolate marshmallow'), 12
('ham', 'beef'), 21
('ham', 'whipped/sour cream'), 41
('ham', 'ice cream'), 9
('ham', 'rolls/buns'), 68
('ham', 'cat food'), 14
('beef', 'ham'), 21
('beef', 'whipped/sour cream'), 66
('beef', 'ice cream'), 14
('beef', 'rolls/buns'), 134
('beef', 'cat food'), 34
('whipped/sour cream', 'ham'), 41
('whipped/sour cream', 'beef'), 66
('whipped/sour cream', 'ice cream'), 26
('whipped/sour cream', 'cat food'), 28
('ice cream', 'ham'), 9
('ice cream', 'beef'), 14
('ice cream', 'whipped/sour cream'), 26
('ice cream', 'rolls/buns'), 33
('ice cream', 'cat food'), 5
('rolls/buns', 'ham'), 68
('rolls/buns', 'beef'), 134
('rolls/buns', 'ice cream'), 33
('cat food', 'ham'), 14
('cat food', 'beef'), 34
('cat food', 'whipped/sour cream'), 28
('cat food', 'ice cream'), 5
('rolls/buns', 'sugar'), 69
('sugar', 'rolls/buns'), 69
('other vegetables', 'seasonal products'), 36
('whole milk', 'seasonal products'), 37
('frozen vegetables', 'canned fish'), 15
('frozen vegetables', 'salty snack'), 29
('frozen vegetables', 'detergent'), 27
('canned fish', 'frozen vegetables'), 15
('canned fish', 'salty snack'), 9
('canned fish', 'detergent'), 3
('salty snack', 'frozen vegetables'), 29
('salty snack', 'canned fish'), 9
('salty snack', 'detergent'), 12
('seasonal products', 'other vegetables'), 36
('seasonal products', 'whole milk'), 37
('detergent', 'frozen vegetables'), 27
('detergent', 'canned fish'), 3
('detergent', 'salty snack'), 12
('sausage', 'pastry'), 123
('pastry', 'sausage'), 123
('beef', 'whole milk'), 209
('whole milk', 'beef'), 209
('rolls/buns', 'brown bread'), 124
('brown bread', 'rolls/buns'), 124
('curd cheese', 'coffee'), 5
('coffee', 'curd cheese'), 5
('tropical fruit', 'frozen potato products'), 11
('pip fruit', 'berries'), 37
('pip fruit', 'pickled vegetables'), 24
('berries', 'pip fruit'), 37
('berries', 'pickled vegetables'), 7
('whole milk', 'frozen potato products'), 34
('whole milk', 'rolls/buns'), 557
('whole milk', 'chocolate'), 164
('frozen potato products', 'tropical fruit'), 11
('frozen potato products', 'whole milk'), 34
('frozen potato products', 'rolls/buns'), 20
('frozen potato products', 'chocolate'), 11
('rolls/buns', 'whole milk'), 557
('rolls/buns', 'frozen potato products'), 20
('pickled vegetables', 'pip fruit'), 24
('pickled vegetables', 'berries'), 7
('chocolate', 'whole milk'), 164
('chocolate', 'frozen potato products'), 11
('whole milk', 'margarine'), 238
('whole milk', 'specialty fat'), 12
('butter', 'margarine'), 66
('butter', 'specialty fat'), 9
('margarine', 'whole milk'), 238
('margarine', 'butter'), 66
('margarine', 'specialty fat'), 12
('specialty fat', 'whole milk'), 12
('specialty fat', 'butter'), 9
('specialty fat', 'margarine'), 12
('specialty chocolate', 'candles'), 4
('specialty chocolate', 'flower (seeds)'), 4
('candles', 'specialty chocolate'), 4
('candles', 'flower (seeds)'), 3
('flower (seeds)', 'specialty chocolate'), 4
('flower (seeds)', 'candles'), 3
('frankfurter', 'domestic eggs'), 69
('frankfurter', 'oil'), 25
('frankfurter', 'specialty chocolate'), 17
('frankfurter', 'newspapers'), 49
('citrus fruit', 'sparkling wine'), 5
('whole milk', 'sparkling wine'), 10
('domestic eggs', 'frankfurter'), 69
('domestic eggs', 'oil'), 37
('domestic eggs', 'specialty chocolate'), 24
('domestic eggs', 'newspapers'), 68
('oil', 'frankfurter'), 25
('oil', 'domestic eggs'), 37
('oil', 'specialty chocolate'), 11
('oil', 'newspapers'), 31
('sparkling wine', 'citrus fruit'), 5
('sparkling wine', 'whole milk'), 10
('specialty chocolate', 'frankfurter'), 17
('specialty chocolate', 'domestic eggs'), 24
('specialty chocolate', 'oil'), 11
('specialty chocolate', 'newspapers'), 19
('newspapers', 'frankfurter'), 49
('newspapers', 'domestic eggs'), 68
('newspapers', 'oil'), 31
('newspapers', 'specialty chocolate'), 19
('whole milk', 'meat spreads'), 13
('meat spreads', 'whole milk'), 13
('meat spreads', 'soda'), 14
('soda', 'meat spreads'), 14
('flour', 'salt'), 6
('flour', 'bottled beer'), 13
('salt', 'flour'), 6
('salt', 'bottled beer'), 17
('bottled water', 'fruit/vegetable juice'), 140
('fruit/vegetable juice', 'bottled water'), 140
('bottled beer', 'flour'), 13
('bottled beer', 'salt'), 17
('sugar', 'bottled beer'), 34
('soda', 'bottled beer'), 167
('bottled beer', 'sugar'), 34
('bottled beer', 'soda'), 167
('frozen meals', 'coffee'), 23
('coffee', 'frozen meals'), 23
('root vegetables', 'margarine'), 109
('root vegetables', 'canned vegetables'), 26
('whole milk', 'canned vegetables'), 38
('whole milk', 'bathroom cleaner'), 6
('frozen vegetables', 'domestic eggs'), 51
('frozen vegetables', 'oil'), 20
('frozen vegetables', 'fruit/vegetable juice'), 77
('domestic eggs', 'frozen vegetables'), 51
('rolls/buns', 'margarine'), 145
('rolls/buns', 'canned vegetables'), 21
('oil', 'frozen vegetables'), 20
('oil', 'fruit/vegetable juice'), 37
('margarine', 'root vegetables'), 109
('margarine', 'rolls/buns'), 145
('margarine', 'canned vegetables'), 12
('margarine', 'bathroom cleaner'), 4
('canned vegetables', 'root vegetables'), 26
('canned vegetables', 'whole milk'), 38
('canned vegetables', 'rolls/buns'), 21
('canned vegetables', 'margarine'), 12
('canned vegetables', 'bathroom cleaner'), 1
('fruit/vegetable juice', 'frozen vegetables'), 77
('fruit/vegetable juice', 'oil'), 37
('bathroom cleaner', 'whole milk'), 6
('bathroom cleaner', 'margarine'), 4
('bathroom cleaner', 'canned vegetables'), 1
('onions', 'hard cheese'), 20
('onions', 'frozen vegetables'), 31
('hard cheese', 'onions'), 20
('hard cheese', 'frozen vegetables'), 23
('frozen vegetables', 'onions'), 31
('frozen vegetables', 'hard cheese'), 23
('herbs', 'salt'), 4
('condensed milk', 'frozen vegetables'), 10
('condensed milk', 'oil'), 6
('condensed milk', 'white wine'), 1
('condensed milk', 'candles'), 2
('frozen vegetables', 'condensed milk'), 10
('frozen vegetables', 'white wine'), 8
('frozen vegetables', 'candles'), 5
('salt', 'herbs'), 4
('oil', 'condensed milk'), 6
('oil', 'white wine'), 7
('oil', 'candles'), 7
('white wine', 'condensed milk'), 1
('white wine', 'frozen vegetables'), 8
('white wine', 'oil'), 7
('white wine', 'candles'), 3
('candles', 'condensed milk'), 2
('candles', 'frozen vegetables'), 5
('candles', 'oil'), 7
('candles', 'white wine'), 3
('sausage', 'onions'), 36
('sausage', 'yogurt'), 193
('sausage', 'brandy'), 5
('sausage', 'detergent'), 25
('onions', 'sausage'), 36
('onions', 'yogurt'), 71
('onions', 'brandy'), 2
('onions', 'detergent'), 7
('yogurt', 'sausage'), 193
('yogurt', 'onions'), 71
('yogurt', 'brandy'), 9
('yogurt', 'detergent'), 39
('brandy', 'sausage'), 5
('brandy', 'onions'), 2
('brandy', 'yogurt'), 9
('brandy', 'detergent'), 2
('detergent', 'sausage'), 25
('detergent', 'onions'), 7
('detergent', 'yogurt'), 39
('detergent', 'brandy'), 2
('coffee', 'newspapers'), 45
('newspapers', 'coffee'), 45
('fruit/vegetable juice', 'salty snack'), 59
('fruit/vegetable juice', 'candles'), 7
('salty snack', 'fruit/vegetable juice'), 59
('salty snack', 'candles'), 3
('candles', 'fruit/vegetable juice'), 7
('candles', 'salty snack'), 3
('citrus fruit', 'cream cheese'), 56
('cream cheese', 'citrus fruit'), 56
('pork', 'onions'), 38
('pork', 'rice'), 12
('pork', 'coffee'), 35
('hamburger meat', 'citrus fruit'), 39
('hamburger meat', 'whipped/sour cream'), 42
('hamburger meat', 'chocolate'), 24
('citrus fruit', 'hamburger meat'), 39
('citrus fruit', 'whipped/sour cream'), 107
('citrus fruit', 'chocolate'), 63
('berries', 'onions'), 15
('berries', 'rice'), 3
('berries', 'coffee'), 25
('onions', 'pork'), 38
('onions', 'berries'), 15
('onions', 'rice'), 7
('onions', 'coffee'), 25
('whipped/sour cream', 'hamburger meat'), 42
('whipped/sour cream', 'citrus fruit'), 107
('whipped/sour cream', 'chocolate'), 45
('rice', 'pork'), 12
('rice', 'berries'), 3
('rice', 'onions'), 7
('rice', 'coffee'), 12
('coffee', 'pork'), 35
('coffee', 'berries'), 25
('coffee', 'onions'), 25
('coffee', 'rice'), 12
('chocolate', 'hamburger meat'), 24
('chocolate', 'citrus fruit'), 63
('chocolate', 'whipped/sour cream'), 45
('sausage', 'sliced cheese'), 69
('sausage', 'fruit/vegetable juice'), 99
('sausage', 'waffles'), 49
('sliced cheese', 'sausage'), 69
('sliced cheese', 'fruit/vegetable juice'), 41
('sliced cheese', 'waffles'), 13
('rolls/buns', 'red/blush wine'), 39
('brown bread', 'red/blush wine'), 14
('fruit/vegetable juice', 'sausage'), 99
('fruit/vegetable juice', 'sliced cheese'), 41
('fruit/vegetable juice', 'waffles'), 37
('canned beer', 'red/blush wine'), 25
('red/blush wine', 'rolls/buns'), 39
('red/blush wine', 'brown bread'), 14
('red/blush wine', 'canned beer'), 25
('red/blush wine', 'shopping bags'), 26
('waffles', 'sausage'), 49
('waffles', 'sliced cheese'), 13
('waffles', 'fruit/vegetable juice'), 37
('shopping bags', 'red/blush wine'), 26
('chicken', 'oil'), 24
('chicken', 'detergent'), 13
('hamburger meat', 'tropical fruit'), 42
('hamburger meat', 'root vegetables'), 61
('hamburger meat', 'butter'), 43
('hamburger meat', 'pasta'), 27
('citrus fruit', 'root vegetables'), 174
('citrus fruit', 'other vegetables'), 284
('citrus fruit', 'pasta'), 18
('tropical fruit', 'hamburger meat'), 42
('tropical fruit', 'pasta'), 22
('root vegetables', 'hamburger meat'), 61
('root vegetables', 'citrus fruit'), 174
('root vegetables', 'pasta'), 38
('other vegetables', 'citrus fruit'), 284
('other vegetables', 'pasta'), 42
('butter', 'hamburger meat'), 43
('butter', 'pasta'), 24
('pasta', 'hamburger meat'), 27
('pasta', 'citrus fruit'), 18
('pasta', 'tropical fruit'), 22
('pasta', 'root vegetables'), 38
('pasta', 'other vegetables'), 42
('pasta', 'butter'), 24
('oil', 'chicken'), 24
('oil', 'detergent'), 18
('detergent', 'chicken'), 13
('detergent', 'oil'), 18
('soda', 'misc. beverages'), 72
('misc. beverages', 'soda'), 72
('sausage', 'pork'), 64
('sausage', 'grapes'), 31
('pork', 'sausage'), 64
('pork', 'grapes'), 22
('pork', 'pastry'), 62
('grapes', 'sausage'), 31
('grapes', 'pork'), 22
('grapes', 'pastry'), 38
('whole milk', 'specialty bar'), 64
('pastry', 'pork'), 62
('pastry', 'grapes'), 38
('soda', 'bathroom cleaner'), 10
('specialty bar', 'whole milk'), 64
('specialty bar', 'bathroom cleaner'), 1
('bathroom cleaner', 'soda'), 10
('bathroom cleaner', 'specialty bar'), 1
('frankfurter', 'bottled water'), 72
('bottled water', 'frankfurter'), 72
('sausage', 'coffee'), 68
('sausage', 'softener'), 10
('sausage', 'napkins'), 66
('whole milk', 'bottled beer'), 201
('whole milk', 'photo/film'), 23
('whole milk', 'shopping bags'), 241
('yogurt', 'fruit/vegetable juice'), 184
('yogurt', 'softener'), 12
('yogurt', 'napkins'), 121
('coffee', 'sausage'), 68
('coffee', 'fruit/vegetable juice'), 59
('coffee', 'softener'), 4
('coffee', 'napkins'), 40
('fruit/vegetable juice', 'yogurt'), 184
('fruit/vegetable juice', 'coffee'), 59
('fruit/vegetable juice', 'softener'), 4
('fruit/vegetable juice', 'napkins'), 68
('bottled beer', 'whole milk'), 201
('bottled beer', 'photo/film'), 2
('bottled beer', 'shopping bags'), 55
('softener', 'sausage'), 10
('softener', 'yogurt'), 12
('softener', 'coffee'), 4
('softener', 'fruit/vegetable juice'), 4
('softener', 'napkins'), 9
('napkins', 'sausage'), 66
('napkins', 'yogurt'), 121
('napkins', 'coffee'), 40
('napkins', 'fruit/vegetable juice'), 68
('napkins', 'softener'), 9
('photo/film', 'whole milk'), 23
('photo/film', 'bottled beer'), 2
('photo/film', 'shopping bags'), 4
('shopping bags', 'whole milk'), 241
